EP, 10, 2022080918,   , BEST,   0, 120N,  980W,  20, 1011, DB,   0,    ,    0,    0,    0,    0, 1013,  150,  90,   0,   0,   E,   0,    ,   0,   0, GENESIS015,  ,  0,    ,    0,    0,    0,    0, genesis-num, 015, 
EP, 10, 2022081000,   , BEST,   0, 120N,  989W,  15, 1011, DB,   0,    ,    0,    0,    0,    0, 1013,  150,  90,   0,   0,   E,   0,    ,   0,   0, GENESIS015,  ,  0,    ,    0,    0,    0,    0, genesis-num, 015, 
EP, 10, 2022081006,   , BEST,   0, 120N, 1000W,  15, 1011, DB,   0,    ,    0,    0,    0,    0, 1013,  150,  90,   0,   0,   E,   0,    ,   0,   0, GENESIS015,  ,  0,    ,    0,    0,    0,    0, genesis-num, 015, 
EP, 10, 2022081012,   , BEST,   0, 120N, 1010W,  15, 1011, DB,   0,    ,    0,    0,    0,    0, 1013,  150,  90,   0,   0,   E,   0,    ,   0,   0, GENESIS015,  ,  0,    ,    0,    0,    0,    0, genesis-num, 015, 
EP, 10, 2022081018,   , BEST,   0, 121N, 1019W,  20, 1011, DB,   0,    ,    0,    0,    0,    0, 1013,  150,  90,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 015, SPAWNINVEST, ep762022 to ep902022, 
EP, 10, 2022081100,   , BEST,   0, 125N, 1029W,  25, 1010, DB,   0,    ,    0,    0,    0,    0, 1013,  150,  90,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 015, 
EP, 10, 2022081106,   , BEST,   0, 130N, 1041W,  25, 1010, DB,   0,    ,    0,    0,    0,    0, 1013,  180,  90,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 015, 
EP, 10, 2022081112,   , BEST,   0, 135N, 1052W,  20, 1010, DB,   0,    ,    0,    0,    0,    0, 1012,  200,  90,  30,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 015, 
EP, 10, 2022081118,   , BEST,   0, 138N, 1058W,  25, 1009, LO,   0,    ,    0,    0,    0,    0, 1012,  200,  70,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 015, 
EP, 10, 2022081200,   , BEST,   0, 142N, 1063W,  25, 1009, LO,   0,    ,    0,    0,    0,    0, 1011,  200,  70,  35,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 015, 
EP, 10, 2022081206,   , BEST,   0, 147N, 1069W,  25, 1009, LO,   0,    ,    0,    0,    0,    0, 1011,  200,  70,  35,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 015, 
EP, 10, 2022081212,   , BEST,   0, 153N, 1074W,  25, 1009, LO,   0,    ,    0,    0,    0,    0, 1011,  200,  70,  35,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 015, 
EP, 10, 2022081218,   , BEST,   0, 160N, 1078W,  25, 1009, LO,   0,    ,    0,    0,    0,    0, 1011,  200,  70,  35,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 015, 
EP, 10, 2022081300,   , BEST,   0, 168N, 1086W,  25, 1009, LO,   0,    ,    0,    0,    0,    0, 1011,  180,  70,  35,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 015, 
EP, 10, 2022081306,   , BEST,   0, 173N, 1095W,  25, 1009, LO,   0,    ,    0,    0,    0,    0, 1011,  180,  70,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 015, 
EP, 10, 2022081312,   , BEST,   0, 177N, 1103W,  30, 1008, TD,   0,    ,    0,    0,    0,    0, 1011,  120,  40,  40,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 015, 
EP, 10, 2022081318,   , BEST,   0, 179N, 1113W,  30, 1007, TD,   0,    ,    0,    0,    0,    0, 1011,  120,  30,  40,   0,   E,   0,    ,   0,   0,        TEN, S,  0,    ,    0,    0,    0,    0, genesis-num, 015, TRANSITIONED, epB02022 to ep102022, 
EP, 10, 2022081400,   , BEST,   0, 181N, 1119W,  30, 1007, TD,   0,    ,    0,    0,    0,    0, 1011,  120,  30,  40,   0,   E,   0,    ,   0,   0,        TEN, S,  0,    ,    0,    0,    0,    0, genesis-num, 015, 
